id,csdbId,name,status,category,subcategory,address
Csdb__ScamDomains__e4b99f,e4b99f,myelherwallel.com,,Phishing,MyEtherWallet,0xD0cC2B24980CBCCA47EF755Da88B220a82291407
Csdb__ScamDomains__a3ec5b,a3ec5b,etherswap.org,,Phishing,Ethereum,0x4cdc1cba0aeb5539f2e0ba158281e67e0e54a9b1
Csdb__ScamDomains__91a008,91a008,xn--mytherwallet-fvb.com,,Phishing,MyEtherWallet,0x00e01a648ff41346cdeb873182383333d2184dd1
Csdb__ScamDomains__82a7f6,82a7f6,myethwallet.net,,Phishing,MyEtherWallet,0x00e01A648Ff41346CDeB873182383333D2184dd1
Csdb__ScamDomains__1224a2,1224a2,district-0x.io,,Fake ICO,district0x,0x240e125c20a4cC84Bd6E7F8D1FD07Aff4c06D43d
Csdb__ScamDomains__2e8f54,2e8f54,www.ether-wallet.net,,Scamming,Trust-Trading,0x8A04B6a0223aF79e4aCC0a55c7B166Fe0794269a
Csdb__ScamDomains__ede81e,ede81e,district0x.net,,Fake ICO,district0x,0x2268751eAFC860781074D25f4bD10DED480310B9
Csdb__ScamDomains__e96311,e96311,contribute-status.im,,Fake ICO,Status,0xadF5b0c2103598fb66a61714152F1d1717D49FE0
Csdb__ScamDomains__ed9325,ed9325,ethereumchamber.net,,Phishing,MyEtherWallet,0x379ce20c018fb6301c1872c429ec7270ffa4dc5b
Csdb__ScamDomains__f67107,f67107,myetherwallet.com.de,,Phishing,MyEtherWallet,0x2b065809f6ec6df32878bcd26711a0e2bcf59c26
Csdb__ScamDomains__807fef,807fef,myetherwallet.com.im,,Phishing,MyEtherWallet,0x42c5459911ae51d1d005cbe39749bd8d8e533c22
Csdb__ScamDomains__8a58f5,8a58f5,myetherwallet.us,,Phishing,MyEtherWallet,0x11c058c3efbf53939fb6872b09a2b5cf2410a1e2c3f3c867664e43a626d878c0
Csdb__ScamDomains__bbd9f5,bbd9f5,myetherwaillet.com,,Phishing,MyEtherWallet,0xed2d26eed06ecfbfd796d1ec551d2a649a31e576
Csdb__ScamDomains__aa3cfd,aa3cfd,myetherwallet.com.cm,,Phishing,MyEtherWallet,0x1D60606d8A09b5015D773A80b0C660Bb8d91809c
Csdb__ScamDomains__839986,839986,myetherwallet.im,,Phishing,MyEtherWallet,0xBa83e9Ce38b10522e3d6061A12779B7526839eda
Csdb__ScamDomains__a7e841,a7e841,myetherwallet.tech,,Phishing,MyEtherWallet,0xBa83e9Ce38b10522e3d6061A12779B7526839eda
Csdb__ScamDomains__8c7a0c,8c7a0c,myetherwallett.com,,Phishing,MyEtherWallet,0x33F74739ce6bE3B2c38AF76F5aDB3866CB4784c4
Csdb__ScamDomains__683715,683715,myaetherwallet.com,,Phishing,MyEtherWallet,0xaa1886de3f70a3ef502ea1379a311c5b4e05f3fd
Csdb__ScamDomains__3cf3ae,3cf3ae,myetherwallet.in,,Phishing,MyEtherWallet,0x858457daA7e087ad74cDeeCEAb8419079bC2cA03
Csdb__ScamDomains__478445,478445,myetherwallet.io,,Phishing,MyEtherWallet,0x379ce20c018fb6301c1872c429ec7270ffa4dc5b
Csdb__ScamDomains__0a4f9c,0a4f9c,myetherwallet.pics,,Scamming,Trust-Trading,0x435fe8272698cA7032c41CBe5d412e0369d159fF
Csdb__ScamDomains__f926b4,f926b4,myetherwallet.rich,,Scamming,Trust-Trading,0x613F306c111bA759E4AC11165e70d2a68AAF4F2A
Csdb__ScamDomains__b89cb2,b89cb2,ethermixer.com,,Scamming,,0xf9fe85e19bd533c69067c6e2ff02727d40a54100
Csdb__ScamDomains__3dd984,3dd984,ziber.io,,Scamming,,0xf0a924661b0263e5ce12756d07f45b8668c53380
Csdb__ScamDomains__3426fc,3426fc,omisego.com,,Phishing,OmiseGO,0x89C98CC6D9917B615257e5704e83906402f0f91f
Csdb__ScamDomains__259b24,259b24,numerai.tech,,Phishing,Numerai,0x89c98cc6d9917b615257e5704e83906402f0f91f
Csdb__ScamDomains__79d738,79d738,omisego.net,,Phishing,OmiseGO,0x1e80dad60d19fb8159af3f440a8ceaa0e5581847
Csdb__ScamDomains__317679,317679,unocoin.fund,,Phishing,Unocoin,0x52b7c8857Be3853fA68e09D9Ba7a9ADf075040eA
Csdb__ScamDomains__b6b09f,b6b09f,decentraland.pro,,Phishing,Decentraland,0x3b0009071a0a9983e9aab537fd8c9ad478310aeb
Csdb__ScamDomains__3b5298,3b5298,status-token.com,,Phishing,Status,0x4Bf722014E54AeAB05fcF1519E6e4C0c3F742e43
Csdb__ScamDomains__cd81e9,cd81e9,myethwallet.io,,Phishing,MyEtherWallet,0xD9932453997ddF36fE114C9F22beBb9eE77b2921
Csdb__ScamDomains__8289df,8289df,tenxpay.io,,Phishing,TenX,0x68B0e0Db7918C0211EA1fB78292a879839137DD0
Csdb__ScamDomains__f71e23,f71e23,wallet-ethereum.net,,Phishing,Wallets,0xF902AA3a62F9E28878129E1A8f1EB71E4FD7a88C
Csdb__ScamDomains__62b0de,62b0de,www.myehterwallet.co,,Phishing,MyEtherWallet,0x1086fEeb031e45e8FCD770662Aa8302d7C23ba1F
Csdb__ScamDomains__5ec15a,5ec15a,statustoken.im,,Phishing,Status,0x685445fE51B31790538890A6468851AfbF7a0519
Csdb__ScamDomains__a7c8cb,a7c8cb,kickico.co,,Phishing,KICKICO,0xc5d65deff5d1373f8b19aa8be528e9c3599013ba
Csdb__ScamDomains__bddef4,bddef4,monetha-crowdsale.com,,Fake ICO,Monetha,0x6fcf42fcd9c6a54b64d1b52083700142952a2805
Csdb__ScamDomains__683e47,683e47,omise-go.io,,Phishing,OmiseGO,0xda657e9fa116900fab8178e5580a3a6cedd89f3c
Csdb__ScamDomains__9a8f37,9a8f37,monetha.me,,Phishing,Monetha,0x44A7fF01f7d38c73530C279e19d31527Bdcf8c78
Csdb__ScamDomains__bc0ecb,bc0ecb,www.golem-network.com,,Phishing,Golem,0xdA657E9Fa116900fAB8178E5580a3a6CEDd89F3C
Csdb__ScamDomains__a2e1bf,a2e1bf,etherdelta.gilthub.io,,Phishing,EtherDelta,0x6506827D91659e871fc7267160ba1C3407195270
Csdb__ScamDomains__285d14,285d14,dmarket.ltd,,Phishing,DMarket,0xf1e250F2a27ab7eC5B82B287F2799260448CD51D
Csdb__ScamDomains__acc968,acc968,herotoken.co,,Phishing,Hero,0xFBF6F29c126382cf15795bB209EE506a174cC709
Csdb__ScamDomains__04e1f6,04e1f6,etherdelta.githulb.io,,Phishing,EtherDelta,0x7CBC4E0D168744912C5Afc081499145BBDc51e69
Csdb__ScamDomains__e2a981,e2a981,herotokens.io,,Phishing,Hero,0x57b818a1070373e21fcedf48d4368e1703c75852
Csdb__ScamDomains__ad6b2a,ad6b2a,aventus.group,,Phishing,Aventus,0x3fcb2d173389b7cd8079ef8b439dbd92e7e0ae28
Csdb__ScamDomains__135293,135293,atlant.solutions,,Phishing,Atlant,0x3fcb2d173389b7cd8079ef8b439dbd92e7e0ae28
Csdb__ScamDomains__910b41,910b41,iconexus.social,,Phishing,Nexus,0x8369F6723C4792b41d4AF4190662269431Ee5B0b
Csdb__ScamDomains__77d39a,77d39a,vlberate.io,,Phishing,Viberate,0x57d02550f47dd932d2fb84e0aa883c9d8d53c313
Csdb__ScamDomains__324a3b,324a3b,monetha.ltd,,Phishing,Monetha,0x4999924fD714092FE92cA9A792a8549f798c1Dc2
Csdb__ScamDomains__d4be94,d4be94,kirkik.com,,Phishing,KIN,0xF8E676094628776690DBf83fa31f08aA14FD3fb8
Csdb__ScamDomains__dcd7f9,dcd7f9,www.the-ether.pro,,Scamming,Web Wallet,0xc4b51a247514901faf1b6b1da9f0836066e64407
Csdb__ScamDomains__a3d04d,a3d04d,qtum-token.com,,Phishing,Qtum,0x4Bf722014E54AeAB05fcF1519E6e4C0c3F742e43
Csdb__ScamDomains__13e909,13e909,linknetwork.co,,Scamming,Chainlink,0xCbCD4b518890429C0Ffef3d782eD99b3ADFF009b
Csdb__ScamDomains__d3f000,d3f000,kin-crowdsale.com,,Scamming,KIN,0xaD0C88F3313ABbce2185597E87A15f764e948A46
Csdb__ScamDomains__c27cb2,c27cb2,kin-klk.com,,Phishing,KIN,0x5d3f32f4b2e99fb79d2f6a1cbf3aa7390f8fc751
Csdb__ScamDomains__eb489a,eb489a,bitj0b.io,,Phishing,Bitjob,0xd821dfb705333d2c16e0c0c0be75ce360cca566a
Csdb__ScamDomains__9c4bc3,9c4bc3,red-pulse.tech,,Phishing,RedPulse,0x052f585fa599bfb4bed290ff30c057627ccd8059
Csdb__ScamDomains__73c81b,73c81b,ico-nexus.social,,Phishing,Nexus,0x7fBf068316C5806A62D549441ae82b00Fdb10dE1
Csdb__ScamDomains__45a9c9,45a9c9,enigma-tokens.co,,Phishing,Engima,0x2D4498a2CF71F5b0946f0ebcfff97ca9D0cd5D04
Csdb__ScamDomains__987c89,987c89,change-bank.co,,Phishing,ChangeBank,0xbe3364dfb8158A3e452FF96AEb247BF3f5F019B5
Csdb__ScamDomains__98971b,98971b,tokensale.kyber.digital,,Phishing,Kyber,0x7a18cfc4a36e48163034e51a9ed19d4bdea05f6f
Csdb__ScamDomains__4b177e,4b177e,pyro0.github.io,,Scam,ENS,0x7C203685291149D5dAd4308781F42A6B945dF4E1
Csdb__ScamDomains__9948ce,9948ce,kyber-network.co,,Phishing,Kyber,0x5e5d6f6706420f932d796c0f28a83b26dabcfd8d
Csdb__ScamDomains__24c71c,24c71c,kin.kikpro.co,,Phishing,KIN,0x8b3b831d767FAD1ab0ad52A38777acb98630F8a7
Csdb__ScamDomains__ae3002,ae3002,kybernet.network,,Phishing,Kyber,0x008f3Db10374099A11ec263415Cb88C952AbEEDc
Csdb__ScamDomains__07210c,07210c,change-bank.io,,Phishing,ChangeBank,0x4da9608F15c504a2B5C46491d9CCF257c5E2FF71
Csdb__ScamDomains__7a1d28,7a1d28,chainlink.tech,,Scamming,Chainlink,0x4da9608F15c504a2B5C46491d9CCF257c5E2FF71
Csdb__ScamDomains__f7d739,f7d739,charge-bank.com,,Phishing,ChangeBank,0x34743FFA1f93e745668725e44EFEb3C50A237796
Csdb__ScamDomains__a6f9eb,a6f9eb,change-bank.org,,Phishing,ChangeBank,0x8eE2Ba41EF59b5773e5909451e0b8BaD4E59A81b
Csdb__ScamDomains__e07c1b,e07c1b,smartcontractlink.com,,Phishing,Chainlink,0x1c50139c266559b29d7cb27635e0da13bef76a09
Csdb__ScamDomains__adde88,adde88,centra.credit,,Phishing,CentraTech,0xaff9e40f9b245b15a1d1bb45516ca213e682fa81
Csdb__ScamDomains__396467,396467,air-token.com,,Phishing,AirToken,0xE9aa3A74E3D62274f221ECa42736cAdC14CcfFaF
Csdb__ScamDomains__a32374,a32374,icon.community,,Phishing,ICON,0xca4da1753336aa8340710e0E1a8c0BEE2bFbF56C
Csdb__ScamDomains__b153c0,b153c0,smartcontract.live,,Phishing,LINK,0xabc490af011C8E354B7D2112648883fe9E511695
Csdb__ScamDomains__f516ac,f516ac,centra.vip,,Phishing,CentraTech,0xfAd17C9da2beBF758e3BC0c99D1aBe8Af7e96eD1
Csdb__ScamDomains__01e3c4,01e3c4,iconn.foundation,,Phishing,ICON,0xFC74FB0D5df08EC546a3DA18CCc7FBcBe031F5D8
Csdb__ScamDomains__24eea4,24eea4,cobinhood.org,,Phishing,CobinHood,0x62eE4A3C690C9660762c52BF1a232365C86C879B
Csdb__ScamDomains__a6ba80,a6ba80,reall.markets,,Phishing,REAL,0xB116D83C919d6661dc20246D312B702f0cDf297C
Csdb__ScamDomains__d130bd,d130bd,omisegotoken.com,,Phishing,OmiseGo,0x7e3d7D8E31b3F472FCD3C1552a9F009131C50C6C
Csdb__ScamDomains__844f32,844f32,kinkik.in,,Phishing,KIN,0x854b62b692aC8411C3a45463c44CBdAbAC2D6913
Csdb__ScamDomains__c1fa1f,c1fa1f,eventchain.co,,Phishing,EVC,0x37D0909CC7eC38F2d966092Ea3607F77bC6bc008
Csdb__ScamDomains__3bf59f,3bf59f,protostokenhub.com,,Phishing,Protos,0xd92559E1F1d2E84F4964F45256693D03833D7D44
Csdb__ScamDomains__62fec8,62fec8,cindicator.pro,,Phishing,Cindicator,0x17BD6f815fB71a77dc20E12177c4d763A3f67632
Csdb__ScamDomains__6cb7ab,6cb7ab,request-network.com,,Phishing,Request,0x6D0b90eA2951ca5ad3ABdb606e4146e9765f1ee4
Csdb__ScamDomains__8a1ee9,8a1ee9,real-markets.io,,Phishing,REALMarkets,0x143494359bBACC878308075C1c9FA05fcda96651
Csdb__ScamDomains__ae59e3,ae59e3,cobinhood.io,,Phishing,Cobinhood,0x920aDc9A060cdA345fdEc2fdeBAd6EBF38eDf83D
Csdb__ScamDomains__f30184,f30184,enjincoin.sale,,Phishing,Enjin,0xbcc6c0fef89b87a12773db7a9a8ecbccccdb7aff
Csdb__ScamDomains__27e7c5,27e7c5,wanchain.network,,Phishing,Wanchain,0xf9a5139E42c3ca13D5b24D23ab2B18C278805Dc4
Csdb__ScamDomains__dff294,dff294,enijncoin.io,,Phishing,Enjin,0x8cF893F11f6037B14f0f827B9ed6AEef38931Fb4
Csdb__ScamDomains__b42ac1,b42ac1,smartlands.tech,,Phishing,Smartlands,0x893676c4A94F6EcdC33a18438BBdCfE9e6c68a9a
Csdb__ScamDomains__e2e645,e2e645,enjincoin.me,,Phishing,Enjin,0x05Dd62c007CDe143B402fA5Da3937C40c70b4B14
Csdb__ScamDomains__17c48c,17c48c,etherparty.in,,Phishing,Etherparty,0x0Dcc89F3091d3EF66E00Fb595Ed0FaFEf4434192
Csdb__ScamDomains__5fce41,5fce41,wanchains.org,,Phishing,Wanchain,0x2A7D04018D7295D8069Ec9721eE415c4Bdc57909
Csdb__ScamDomains__304bca,304bca,warchain.org,,Phishing,Wanchain,0x1c2FB401D3Dc4fd8131ccFc4589F281D58921402
Csdb__ScamDomains__353630,353630,xn--enjncoin-41a.io,,Phishing,Enjin,0x8cF893F11f6037B14f0f827B9ed6AEef38931Fb4
Csdb__ScamDomains__2dd12b,2dd12b,vvanchain.org,,Phishing,Wanchain,0x88698a2ff09506596a88a1af9d103a420ba46a3e
Csdb__ScamDomains__a26a38,a26a38,soam.co,,Phishing,Soam,0x05E3650Bfc907Cc1b3C774F0c053C8B990ce1A4b
Csdb__ScamDomains__ce3302,ce3302,upfirng.com,,Phishing,Upfiring,0x801D03f4d053242aFbc2949c141BAB4270Ca6707
Csdb__ScamDomains__592e60,592e60,enjincoin.pw,,Phishing,Enjin,0xB71dF0DbbB9754c1aa9115253F4eBb7EF3f8a57c
Csdb__ScamDomains__c46b6a,c46b6a,requestnetwork.live,,Phishing,Request,0x8374aa52Bf36EaBcA06E33c4163A081F53e39Aa3
Csdb__ScamDomains__6c0f93,6c0f93,request-network.net,,Phishing,Request,0x49311A81F5F5dF6C109599Ed5d7413d85b8bcA18
Csdb__ScamDomains__0e1126,0e1126,omegaone.co,,Phishing,Omega,0x3AA65f17cdE339dF49AFd2F88B3C8495842D5FB0
Csdb__ScamDomains__001a76,001a76,myehterwaliet.com,,Phishing,MyEtherWallet,0x37c81cc9ff71d0f97849a947bf22e8e529b72230
Csdb__ScamDomains__72f296,72f296,worldofbattles.io,,Scamming,WorldOfBattles,0xef57aa4b57587600fc209f345fe0a2687bc26985
Csdb__ScamDomains__9a229a,9a229a,stormxtoken.com,,Phishing,Storm,0xB7c4A4341c0A03460B6ceC4fa997dD2D748Ce281
Csdb__ScamDomains__9ebcb8,9ebcb8,ralden.network,,Phishing,Raiden,0x3639b8B8edA816B2cb62b65159A183972a3cf863
Csdb__ScamDomains__4dedd5,4dedd5,raidan.network,,Phishing,Raiden,0xd3d7c71e4c5b1ff2f42fbb9b4a21f3373aa8b3b0
Csdb__ScamDomains__f2fa77,f2fa77,riden.network,,Phishing,Raiden,0xAF31bf4Fa017768E6426308Cf17E16d633700265
Csdb__ScamDomains__17fe54,17fe54,privatix.live,,Phishing,Privatix,0xd055610c2d5151aDb3eaF994e08aBe45DeE936E0
Csdb__ScamDomains__886a88,886a88,storrntoken.com,,Phishing,Storm,0x8dcdb7fc9f541825ba57fb47d5204317fc609590
Csdb__ScamDomains__79bcaf,79bcaf,stormtokens.net,,Phishing,Storm,0xef6805af393c34fe772f8d827a5d26685215612a
Csdb__ScamDomains__42a83e,42a83e,myetereumwallet.com,,Phishing,MyEtherWallet,0x62404BFB3e1c464f17e3AF0c139e39D0703ae4A1
Csdb__ScamDomains__ff5a83,ff5a83,stormstoken.com,,Phishing,Storm,0x9A95f2Ca24d1dCb01048E0623f63F9D174237dEb
Csdb__ScamDomains__331da6,331da6,privatix.pro,,Phishing,Privatix,0x071cf579507DD0661845694F709E68CF7Ea506a4
Csdb__ScamDomains__2b42fc,2b42fc,raiden.online,,Phishing,Raiden,0x1b42BF30CD988Ad20500cE47ccE52098576Ec2a2
Csdb__ScamDomains__cb09d4,cb09d4,stormtoken.cc,,Phishing,Storm,0xa2896b45f8bD313B777F1027724da1b5F2205A58
Csdb__ScamDomains__b7ef82,b7ef82,privatix.top,,Phishing,Privatix,0x1aef1E14108786e0B049f37758529d866cc3c7e6
Csdb__ScamDomains__1e7551,1e7551,privatix.me,,Phishing,Privatix,0x1aef1E14108786e0B049f37758529d866cc3c7e6
Csdb__ScamDomains__eee323,eee323,block-v.io,,Phishing,Blockv,0xab215957873deadd9512fbde29e6c12bea1dd1a1
Csdb__ScamDomains__91f1ce,91f1ce,stormtoken.site,,Phishing,Storm,0xe10C24cA7bf18640FcB35E059919348891922a3b
Csdb__ScamDomains__dc9c27,dc9c27,artoken.co,,Phishing,Artoken,0xb9AE74bEafE4025cC0fCfB5e190169F2D7F0b563
Csdb__ScamDomains__71340b,71340b,raidens.network,,Phishing,Raiden,0x897757CbA67EADB66d40e45C6748E27D0E67b52a
Csdb__ScamDomains__8d40e9,8d40e9,ripiocerdit.network,,Phishing,Ripio,0x09faf25e57abd0a401bb5a2341d7f926c389f8d1
Csdb__ScamDomains__c4c119,c4c119,shapishift.io,,Phishing,Shapeshift,0x3853ba76ec6ae97818e2d0e0839c9eda6c396690
Csdb__ScamDomains__1e96f3,1e96f3,ico.ripiocredits.com,,Phishing,Ripio,0x33f6eE23eE223c4558a95bF4C0e9f5eD21e06319
Csdb__ScamDomains__1f4f16,1f4f16,ripiocredit.net,,Phishing,Ripio,0x501577Cd4865D7D50664a1519A79f1c0E7069154
Csdb__ScamDomains__ae4de3,ae4de3,senstoken.com,,Phishing,Sense,0x22374A2E9E19bcea56E64F9De3329670CD1a458c
Csdb__ScamDomains__15ce91,15ce91,riaden.network,,Phishing,Raiden,0x619f18aEC5f8EeF483fbfe654a269f1186ddA915
Csdb__ScamDomains__6c2271,6c2271,ripiocreditnetwork.co,,Phishing,Ripio,0x85704b506E10b10D714eAd28CdE947bAA58F0EA4
Csdb__ScamDomains__71dcca,71dcca,dentacoin.in,,Phishing,Dentacoin,0xA35e3534917E471540345733B8f23e7bAd54681b
Csdb__ScamDomains__5a9c0e,5a9c0e,ripiocredlt.network,,Phishing,Ripio,0xa6B60dd3bE491aAfE5AbA8622b35C0eAd608D3FD
Csdb__ScamDomains__d39fbe,d39fbe,universa.sale,,Phishing,Universa,0x6D8A1BC0AE09aE5cFd4a7A2a59194598734CEea5
Csdb__ScamDomains__47433c,47433c,unlversa.io,,Phishing,Universa,0x6D8A1BC0AE09aE5cFd4a7A2a59194598734CEea5
Csdb__ScamDomains__56f80f,56f80f,dmarkt.io,,Phishing,Dmarket,0xF3Ae45D5A0B8EfB41444101267b56E6795051FaC
Csdb__ScamDomains__df8fb2,df8fb2,utrust.so,,Phishing,Utrust,0x8A46Aa04725b2E2029bdCb924D671Fd6a9c11daB
Csdb__ScamDomains__cde9d4,cde9d4,quantslamp.com,,Phishing,Quantstamp,0xda1cC010259496d407a764c381D0E82182D68D89
Csdb__ScamDomains__a1132a,a1132a,quantsstamps.com,,Phishing,QuantStamp,0x42ff5fff0e369ef6880875efcacb3b7c77974abc
Csdb__ScamDomains__463183,463183,xn--quanstamp-tmd.com,,Phishing,QuantStamp,0xEeD7072FCF46733833249D1E979c44fE4F2a23a2
Csdb__ScamDomains__a6d56c,a6d56c,quantstamp.com.ua,,Phishing,QuantStamp,0x7c57981AF4cee87567774B53F9da1bFCeb8B944b
Csdb__ScamDomains__5cd34d,5cd34d,quantstamp.com.co,,Phishing,QuantStamp,0xfbc79A80ffA84253611e8f9A82F18e9E93Ceee81
Csdb__ScamDomains__bae2ca,bae2ca,ethconnect.live,,Phishing,Ethconnect,0x943DB403251105195F56cE69c7c48A6320475AB1
Csdb__ScamDomains__614039,614039,wancha.in,,Phishing,Wanchain,0xD754B5Bf41B84Bcb49CB952F858318640aBC60E0
Csdb__ScamDomains__aed812,aed812,stormtokens.io,,Phishing,Storm,0x902d0d5bb6a34307bbd1da33e61ae1654b6cbe1e
Csdb__ScamDomains__95ecd8,95ecd8,storm-token.com,,Phishing,Storm,0xF0Fc2d4d550253d8C165C599E0cCCf221c7eb7b5
Csdb__ScamDomains__59fb72,59fb72,stromtoken.com,,Phishing,Storm,0x52005B77fbEBf53cfD9527A388f58d0431AaaA3e
Csdb__ScamDomains__562fc4,562fc4,storntoken.com,,Phishing,Storm,0x1E67F055367bcBCe045E1211F09355Eb7411236F
Csdb__ScamDomains__9749cc,9749cc,stormtoken.co,,Phishing,Storm,0x316b3b83c33B20249B61DEd124F2620d8E823793
Csdb__ScamDomains__1f25b3,1f25b3,xn--quanttamp-42b.com,,Phishing,Quantstamp,0x0ae775637e63Fa95855246Fd82e96802D05883Fc
Csdb__ScamDomains__2a12a7,2a12a7,stormltoken.com,,Phishing,Storm,0x71108Be9C232722Dd6839A6fbaD171cf44d3FfAf
Csdb__ScamDomains__636eb5,636eb5,omise-go.tech,,Phishing,OmiseGO,0x29e225d888cf11c5e67613bffd30bcf071eb3d4a
Csdb__ScamDomains__d8388d,d8388d,stormtoken.eu,,Phishing,Storm,0xA3e52a23060cCDfE186822b52BF60A07451e094e
Csdb__ScamDomains__725457,725457,elite888-ico.com,,Phishing,Elite888,0xD50fCd07007255599A9A8CedD881F863bcD65eb1
Csdb__ScamDomains__cbb609,cbb609,quantstamp-ico.com,,Phishing,Quanstamp,0x7F85D875EAF39525004E8Ac2BC1e83786D7Dfd77
Csdb__ScamDomains__8bf8cb,8bf8cb,raiden-network.com,,Phishing,Raiden,0x4Bf722014E54AeAB05fcF1519E6e4C0c3F742e43
Csdb__ScamDomains__f992d2,f992d2,qauntstamp.com,,Phishing,Quanstamp,0x504f1E10da987490Db4f0D92931497f635E240e8
Csdb__ScamDomains__b206c5,b206c5,simpletoken.live,,Phishing,Simple,0x24C00035b050BeC633287c2bABfBb9f4fE3C8A83
Csdb__ScamDomains__592756,592756,spectre-ai.org,,Phishing,Spectre,0x6e3E57E536aab05950774945d9cdBf506865c52f
Csdb__ScamDomains__32c727,32c727,datum.sale,,Phishing,Datum,0x2804e8B4c04c655376D18aDA84d46fC345240E0A
Csdb__ScamDomains__97acac,97acac,xn--zero-zxb.com,,Phishing,Tzero,0xA0D67BF1aE91B6b705abD4f695Cc13edAAcd0D02
Csdb__ScamDomains__427ee5,427ee5,t-zero.org,,Phishing,Tzero,0xe54659243F8542d6ABfd15bbff69f62465786756
Csdb__ScamDomains__6330e4,6330e4,autcus.org,,Phishing,Auctus,0x784205ACD9423a2044D09E41642A71E087162861
Csdb__ScamDomains__c15ae9,c15ae9,dmarket.pro,,Phishing,Dmarket,0xd912289C9F079b0655737a55FD5D745501ECEfc7
Csdb__ScamDomains__9f0c66,9f0c66,xn--waxtokn-y8a.com,,Phishing,Wax,0x1494403137159bb0dc545d11963fDF797ea1eCAb
Csdb__ScamDomains__ae0c83,ae0c83,spectre.site,,Phishing,Spectre,0x43AC6AaE3c5dd21855C3aABe3CADB7dFdCf2E5be
Csdb__ScamDomains__5b8c41,5b8c41,ico-tzero.com,,Phishing,Tzero,0x51DcD13361C5D921D2C4818e419011301e7BE34e
Csdb__ScamDomains__6d645b,6d645b,blockstack.network,,Phishing,Blockstack,0xaD0C88F3313ABbce2185597E87A15f764e948A46
Csdb__ScamDomains__ad28ff,ad28ff,tzero-ico.com,,Phishing,Tzero,0x51DcD13361C5D921D2C4818e419011301e7BE34e
